TITLE_CITY,TITLE_CITY_EN,TITLE_DISTRICT,TITLE_DISTRICT_EN,TITLE_COUNTY,TITLE_COUNTY_EN,LAT,LNG
село Зеленовка,null,Ставропольский район,null,Самарская область,null,53.510315,49.614348
село Зелёновка,null,Ставропольский район,null,Самарская область,null,53.511338,49.596768
село Кармалы,null,Ставропольский район,null,Самарская область,null,53.202427,49.514797
село Кольцово,null,Ставропольский район,null,Самарская область,null,53.186836,49.429125
село Осиновка,null,Ставропольский район,null,Самарская область,null,53.193574,49.636905
село Подстепки,null,Ставропольский район,null,Самарская область,null,53.514936,49.111139
село Подстёпки,null,Ставропольский район,null,Самарская область,null,53.515761,49.073185
село Русская Борковка,null,Ставропольский район,null,Самарская область,null,53.56852,49.310987
село Севрюкаево,null,Ставропольский район,null,Самарская область,null,53.179545,49.494307
село Сосновка,null,Ставропольский район,null,Самарская область,null,53.819726,49.495043
село Ташла,null,Ставропольский район,null,Самарская область,null,53.710564,49.751485
село Узюково,null,Ставропольский район,null,Самарская область,null,53.632827,49.674257
село Ягодное,null,Ставропольский район,null,Самарская область,null,53.618109,49.034261
Октябрьск,null,Сызранский район,null,Самарская область,null,53.158342,48.621387
деревня Новосёлки,null,Сызранский район,null,Самарская область,null,53.313336,48.464002
поселок Междуреченск,null,Сызранский район,null,Самарская область,null,53.266743,49.104779
поселок Приусинск,null,Сызранский район,null,Самарская область,null,53.249451,49.103476
село Жемковка,null,Сызранский район,null,Самарская область,null,53.273539,48.176756
село Переволоки,null,Сызранский район,null,Самарская область,null,53.248379,49.16864
село Печерские Выселки,null,Сызранский район,null,Самарская область,null,53.251304,48.852595
село Печерское,null,Сызранский район,null,Самарская область,null,53.236276,48.994915
село Чекалино,null,Сызранский район,null,Самарская область,null,53.323158,48.439918
Сызрань,null,городской округ Сызрань,null,Самарская область,null,53.123928,48.411289
Тольятти,null,городской округ Тольятти,null,Самарская область,null,53.559813,49.21273
поселок Приморский,null,городской округ Тольятти,null,Самарская область,null,53.512366,49.204052
деревня Сиде́лькино,null,Челно-Вершинский район,null,Самарская область,null,54.542336,51.105085
село Новое Аделяково,null,Челно-Вершинский район,null,Самарская область,null,54.487306,51.130687
село Старое Эштебе́нькино,null,Челно-Вершинский район,null,Самарская область,null,54.591397,51.167059
деревня Васильевка,null,Шенталинский район,null,Самарская область,null,54.262635,51.570915
деревня Татарское Абдикиево,null,Шенталинский район,null,Самарская область,null,54.390625,51.748961
село Новое Суркино,null,Шенталинский район,null,Самарская область,null,54.298758,51.564555
поселок Волжский Утёс,null,Шигонский район,null,Самарская область,null,53.376173,49.088978
село Березовка,null,Шигонский район,null,Самарская область,null,53.391792,49.217167
село Климовка,null,Шигонский район,null,Самарская область,null,53.488291,49.009055
село Комаровка,null,Шигонский район,null,Самарская область,null,53.308816,49.137927
село Усолье,null,Шигонский район,null,Самарская область,null,53.392189,49.057734
село Александров Гай,null,Александрово-Гайский район,null,Саратовская область,null,50.146741,48.587107
Балаково,null,Балаковский район,null,Саратовская область,null,52.038001,47.771032
поселок Новониколаевский,null,Балаковский район,null,Саратовская область,null,52.049971,48.171879
Балашов,null,Балашовский район,null,Саратовская область,null,51.548821,43.14028
село Царевщина,null,Балтайский район,null,Саратовская область,null,52.440303,46.710176
Шиханы,null,Вольский район,null,Саратовская область,null,52.115869,47.196991
село Черкасское,null,Вольский район,null,Саратовская область,null,52.43455,47.208211
село Воскресенское,null,Воскресенский район,null,Саратовская область,null,51.821756,46.924325
поселок Дергачи,null,Дергачевский район,null,Саратовская область,null,51.24046,48.77004
поселок Духовницкое,null,Духовницкий район,null,Саратовская область,null,52.485027,48.208817
Ершов,null,Ершовский район,null,Саратовская область,null,51.361427,48.285677
село Моховое,null,Ершовский район,null,Саратовская область,null,51.246679,48.252529
поселок Ивантеевка,null,Ивантеевский район,null,Саратовская область,null,52.261474,49.121146
село Бобровка,null,Красноармейский район,null,Саратовская область,null,51.086013,45.518758
село Первомайское,null,Красноармейский район,null,Саратовская область,null,50.782809,45.48544
Красный Кут,null,Краснокутский район,null,Саратовская область,null,50.949714,46.971469
поселок Лысые Горы,null,Лысогорский район,null,Саратовская область,null,51.529517,44.814587
село 1-я Андреевка,null,Марксовский район,null,Саратовская область,null,51.66954,46.77145
Новоузенск,null,Новоузенский район,null,Саратовская область,null,50.431206,48.129496
поселок Озинки,null,Озинский район,null,Саратовская область,null,51.195395,49.709866
село Березовка 1-я,null,Петровский район,null,Саратовская область,null,52.277936,45.326564
поселок Тургеневский,null,Пугачевский район,null,Саратовская область,null,52.044111,48.707706
село Усть-Щербедино,null,Романовский район,null,Саратовская область,null,51.859039,42.870435
поселок Самойловка,null,Самойловский район,null,Саратовская область,null,51.182395,43.68942
Саратов,null,городской округ Саратов,null,Саратовская область,null,51.585787,45.832827
Энгельс,null,Саратовский район,null,Саратовская область,null,51.392173,46.035478
деревня Калашников,null,Саратовский район,null,Саратовская область,null,51.471465,45.886295
поселок Дубки,null,Саратовский район,null,Саратовская область,null,51.660445,46.054792
поселок Зоринский,null,Саратовский район,null,Саратовская область,null,51.644861,46.003103
поселок Красный Текстильщик,null,Саратовский район,null,Саратовская область,null,51.364885,45.836133
поселок Новогусельский,null,Саратовский район,null,Саратовская область,null,51.602315,46.15844
поселок Расково,null,Саратовский район,null,Саратовская область,null,51.625402,46.032092
поселок Соколовый,null,Саратовский район,null,Саратовская область,null,51.569002,45.826521
поселок Тепличный,null,Саратовский район,null,Саратовская область,null,51.475796,45.87609
поселок городского типа Соколовый,null,Саратовский район,null,Саратовская область,null,51.56997,45.833205
село Александровка,null,Саратовский район,null,Саратовская область,null,51.450068,45.835765
село Багаевка,null,Саратовский район,null,Саратовская область,null,51.415822,45.815571
село Березина Речка,null,Саратовский район,null,Саратовская область,null,51.464306,45.872434
село Пристанное,null,Саратовский район,null,Саратовская область,null,51.601974,46.201855
село Усть-Курдюм,null,Саратовский район,null,Саратовская область,null,51.653243,46.186377
хутор Бартоломеевский,null,Саратовский район,null,Саратовская область,null,51.674081,45.984625
поселок станция Курдюм,null,Татищевский район,null,Саратовская область,null,51.650282,45.762849
село Октябрьский Городок,null,Татищевский район,null,Саратовская область,null,51.637192,45.439527
село Сторожёвка,null,Татищевский район,null,Саратовская область,null,51.646884,45.812561
поселок Ивановка,null,Федоровский район,null,Саратовская область,null,51.16346,47.495968
Энгельс,null,Энгельсский район,null,Саратовская область,null,51.492134,46.051944
поселок Анисовка,null,Энгельсский район,null,Саратовская область,null,51.428627,46.047983
поселок Анисовский,null,Энгельсский район,null,Саратовская область,null,51.410744,46.097435
поселок Березовка,null,Энгельсский район,null,Саратовская область,null,51.173699,45.930681
поселок Коминтерн,null,Энгельсский район,null,Саратовская область,null,51.432536,46.179254
поселок Новопушкинское,null,Энгельсский район,null,Саратовская область,null,51.388352,46.121968
поселок Прибрежный,null,Энгельсский район,null,Саратовская область,null,51.514896,46.21754
поселок Придорожный,null,Энгельсский район,null,Саратовская область,null,51.391668,46.294283
поселок Пробуждение,null,Энгельсский район,null,Саратовская область,null,51.440475,46.146923
поселок городского типа Приволжский,null,Энгельсский район,null,Саратовская область,null,51.393972,46.030358
село Ленинское,null,Энгельсский район,null,Саратовская область,null,51.614783,46.497572
село Шумейка,null,Энгельсский район,null,Саратовская область,null,51.566158,46.250436
Алдан,null,Алданский район,null,Республика Саха (Якутия),null,58.616936,125.383542
поселок Нижний Куранах,null,Алданский район,null,Республика Саха (Якутия),null,58.819242,125.52985
поселок Жатай,null,городской округ Жатай,null,Республика Саха (Якутия),null,62.163942,129.812847
поселок Чульман,null,городской округ Нерюнгри,null,Республика Саха (Якутия),null,56.834269,124.897796
Якутск,null,городской округ Якутск,null,Республика Саха (Якутия),null,62.000688,129.612055
коттеджный поселок Дачи 15й и 13й км вилюйского тракта,null,городской округ Якутск,null,Республика Саха (Якутия),null,62.056003,129.469106
поселок Хатассы,null,городской округ Якутск,null,Республика Саха (Якутия),null,61.901065,129.599739
село Пригородный,null,городской округ Якутск,null,Республика Саха (Якутия),null,61.992544,129.707151
село Тулагино,null,городской округ Якутск,null,Республика Саха (Якутия),null,62.237445,129.837146
Александровск-Сахалинский,null,Александровск-Сахалинский район,null,Сахалинская область,null,50.904392,142.152366
Анива,null,Анивский район,null,Сахалинская область,null,46.716906,142.532389
поселок сельского типа Троицкое,null,Анивский район,null,Сахалинская область,null,46.915444,142.635219
село Рыбацкое,null,Анивский район,null,Сахалинская область,null,46.701371,142.532317
Долинск,null,Долинский район,null,Сахалинская область,null,47.331389,142.785148
Корсаков,null,Корсаковский район,null,Сахалинская область,null,46.626118,142.772823
Невельск,null,Невельский район,null,Сахалинская область,null,46.674728,141.859156
Оха,null,Охинский район,null,Сахалинская область,null,53.604856,142.947582
"""село """"Старая"""" Некрасовка""",null,Охинский район,null,Сахалинская область,null,53.684106,142.627934
Холмск,null,Холмский район,null,Сахалинская область,null,47.034303,142.036986
село Чехов,null,Холмский район,null,Сахалинская область,null,47.440778,141.972703
Южно-Сахалинск,null,городской округ Южно-Сахалинск,null,Сахалинская область,null,46.978679,142.689792
село Дальнее,null,городской округ Южно-Сахалинск,null,Сахалинская область,null,46.993696,142.671718
село Новая Деревня,null,городской округ Южно-Сахалинск,null,Сахалинская область,null,47.04707,142.706052
Алапаевск,null,городской округ Алапаевск,null,Свердловская область,null,57.869393,61.692278
поселок Западный,null,городской округ Алапаевск,null,Свердловская область,null,57.866172,61.611565
поселок Устьянчики,null,городской округ Алапаевск,null,Свердловская область,null,57.759713,61.617296
деревня Исакова,null,Алапаевский район,null,Свердловская область,null,57.694912,61.78105
деревня Толмачёва,null,Алапаевский район,null,Свердловская область,null,58.41621,61.503201
поселок Верхняя Синячиха,null,Алапаевский район,null,Свердловская область,null,58.008085,61.686125
поселок Махнёво,null,Алапаевский район,null,Свердловская область,null,58.463577,61.695764
село Измоденово,null,Алапаевский район,null,Свердловская область,null,58.228975,61.708753
село Толмачёво,null,Алапаевский район,null,Свердловская область,null,57.869211,61.791147
Арамиль,null,городской округ Арамиль,null,Свердловская область,null,56.696105,60.786947
Артёмовский,null,Артемовский район,null,Свердловская область,null,57.373238,61.863713
поселок Буланаш,null,Артемовский район,null,Свердловская область,null,57.283603,61.983548
поселок Красногвардейский,null,Артемовский район,null,Свердловская область,null,57.377208,62.333864
село Артёмовский,null,Артемовский район,null,Свердловская область,null,57.372214,61.861179
село Покровское,null,Артемовский район,null,Свердловская область,null,57.369322,61.687823
поселок Арти,null,Артинский район,null,Свердловская область,null,56.430141,58.523049
поселок Изумруд,null,городской округ Асбест,null,Свердловская область,null,57.071065,61.404269
поселок Малышева,null,городской округ Асбест,null,Свердловская область,null,57.117978,61.39128
поселок Ачит,null,Ачитский район,null,Свердловская область,null,56.799581,57.887293
село Байкалово,null,Байкаловский район,null,Свердловская область,null,57.386339,63.755637
Заречный,null,Белоярский район,null,Свердловская область,null,56.796491,61.316082
коттеджный поселок Рассоха,null,Белоярский район,null,Свердловская область,null,56.720093,61.036796
поселок Верхнее Дуброво,null,Белоярский район,null,Свердловская область,null,56.762715,61.040542
поселок Октябрьский,null,Белоярский район,null,Свердловская область,null,56.655164,61.450964
село Большебрусянское,null,Белоярский район,null,Свердловская область,null,56.643327,61.23721
Березовский,null,городской округ Березовский,null,Свердловская область,null,56.895993,60.73109
поселок Ключевск,null,городской округ Березовский,null,Свердловская область,null,57.119752,60.948779
поселок Лосиный,null,городской округ Березовский,null,Свердловская область,null,57.137344,61.062883
поселок Монетный,null,городской округ Березовский,null,Свердловская область,null,57.043135,60.836768
поселок Островное,null,городской округ Березовский,null,Свердловская область,null,56.966143,61.245771
поселок Первомайский,null,городской округ Березовский,null,Свердловская область,null,57.070238,60.855884
поселок Сарапулка,null,городской округ Березовский,null,Свердловская область,null,56.871271,61.052588
поселок Старопышминск,null,городской округ Березовский,null,Свердловская область,null,56.937486,60.876482
поселок Шиловка,null,городской округ Березовский,null,Свердловская область,null,56.910183,60.846667
Верхняя Салда,null,Верхнесалдинский район,null,Свердловская область,null,58.030661,60.53815
Верхняя Пышма,null,городской округ Верхняя Пышма,null,Свердловская область,null,56.982524,60.524468
поселок Гать,null,городской округ Верхняя Пышма,null,Свердловская область,null,56.940958,60.426166
поселок Зеленый Бор,null,городской округ Верхняя Пышма,null,Свердловская область,null,56.986943,60.670265
поселок Исеть,null,городской округ Верхняя Пышма,null,Свердловская область,null,56.970373,60.35086
поселок Кедровка,null,городской округ Верхняя Пышма,null,Свердловская область,null,57.00152,60.772475
поселок Нагорный,null,городской округ Верхняя Пышма,null,Свердловская область,null,57.099858,60.68727
село Балтым,null,городской округ Верхняя Пышма,null,Свердловская область,null,56.992817,60.598894
Верхотурье,null,Верхотурский район,null,Свердловская область,null,58.85335,60.803018
Екатеринбург,null,городской округ Екатеринбург,null,Свердловская область,null,56.711809,60.271575
Ивдель,null,городской округ Ивдель,null,Свердловская область,null,60.69753,60.44044
Каменск-Уральский,null,городской округ Каменск-Уральский,null,Свердловская область,null,56.440622,61.833538
поселок Солнечный,null,Каменский район,null,Свердловская область,null,56.444648,61.78776
поселок городского типа Мартюш,null,Каменский район,null,Свердловская область,null,56.39725,61.877098
село Позариха,null,Каменский район,null,Свердловская область,null,56.451215,61.87964
деревня Баранникова,null,Камышловский район,null,Свердловская область,null,56.806314,62.78145
деревня Булдаково,null,Камышловский район,null,Свердловская область,null,56.765858,62.928791
поселок Восход,null,Камышловский район,null,Свердловская область,null,56.727699,62.835905
поселок Октябрьский,null,Камышловский район,null,Свердловская область,null,56.785324,62.440961
село Галкинское,null,Камышловский район,null,Свердловская область,null,56.897605,62.726922
село Захаровское,null,Камышловский район,null,Свердловская область,null,56.704689,62.632114
село Квашнинское,null,Камышловский район,null,Свердловская область,null,57.091414,62.692822
село Никольское,null,Камышловский район,null,Свердловская область,null,56.841748,62.891862
село Обуховское,null,Камышловский район,null,Свердловская область,null,56.835781,62.611345
Волчанск,null,городской округ Карпинск,null,Свердловская область,null,59.897767,60.017064
поселок Сосновка,null,городской округ Карпинск,null,Свердловская область,null,59.93227,59.809697
поселок Валериановск,null,городской округ Качканар,null,Свердловская область,null,58.757904,59.547047
Верхний Тагил,null,городской округ Кировград,null,Свердловская область,null,57.364978,59.973388
поселок Нейво-Рудянка,null,городской округ Кировград,null,Свердловская область,null,57.336406,60.129488
поселок Воронцовка,null,городской округ Краснотурьинск,null,Свердловская область,null,59.659204,60.233432
поселок Рудничный,null,городской округ Краснотурьинск,null,Свердловская область,null,59.708918,60.280639
Красноуральск,null,городской округ Красноуральск,null,Свердловская область,null,58.341973,60.046762
Верхняя Тура,null,городской округ Кушва,null,Свердловская область,null,58.360286,59.800283
поселок Азиатский,null,городской округ Кушва,null,Свердловская область,null,58.348439,59.541999
поселок Баранчинский,null,городской округ Кушва,null,Свердловская область,null,58.179397,59.680681
Новоуральск,null,Невьянский район,null,Свердловская область,null,57.24669,60.081105
поселок Верх-Нейвинский,null,Невьянский район,null,Свердловская область,null,57.273341,60.128033
село Шурала,null,Невьянский район,null,Свердловская область,null,57.438136,60.179929
Михайловск,null,Нижнесергинский район,null,Свердловская область,null,56.435601,59.103477
Нижние Серги,null,Нижнесергинский район,null,Свердловская область,null,56.654679,59.291818
поселок Дружинино,null,Нижнесергинский район,null,Свердловская область,null,56.789303,59.501072
поселок Октябрьский,null,Нижнесергинский район,null,Свердловская область,null,56.691765,58.94338
поселок Первомайский,null,Нижнесергинский район,null,Свердловская область,null,56.959126,58.85503
село Первомайское,null,Нижнесергинский район,null,Свердловская область,null,56.821375,59.524203
Лесной,null,городской округ Нижняя Тура,null,Свердловская область,null,58.630923,59.753076
поселок Горный,null,городской округ Нижняя Тура,null,Свердловская область,null,58.639162,59.617269
Новая Ляля,null,Новолялинский район,null,Свердловская область,null,59.054798,60.565926
поселок Лобва,null,Новолялинский район,null,Свердловская область,null,59.189577,60.509547
Нижнее Село,null,городской округ Первоуральск,null,Свердловская область,null,57.08934,59.557962
деревня Каменка,null,городской округ Первоуральск,null,Свердловская область,null,57.061615,59.504647
поселок Билимбай,null,городской округ Первоуральск,null,Свердловская область,null,56.974656,59.813066
поселок Коуровка,null,городской округ Первоуральск,null,Свердловская область,null,57.005083,59.580528
поселок Новоуткинск,null,городской округ Первоуральск,null,Свердловская область,null,56.978134,59.563262
поселок Перескачка,null,городской округ Первоуральск,null,Свердловская область,null,56.89028,59.488926
поселок Прогресс,null,городской округ Первоуральск,null,Свердловская область,null,57.008166,59.597317
Полевской,null,городской округ Полевской,null,Свердловская область,null,56.441727,60.156438
поселок Зюзельский,null,городской округ Полевской,null,Свердловская область,null,56.490386,60.120083
село Курганово,null,городской округ Полевской,null,Свердловская область,null,56.625559,60.378079
поселок Новоасбест,null,Пригородный район,null,Свердловская область,null,57.743053,60.290511
поселок Сулём,null,Пригородный район,null,Свердловская область,null,57.537067,59.132484
поселок Черноисточинск,null,Пригородный район,null,Свердловская область,null,57.734973,59.851801
село Покровское,null,Пригородный район,null,Свердловская область,null,57.969222,60.268323
поселок Боровлянское,null,Пышминский район,null,Свердловская область,null,56.639763,63.17316
Дегтярск,null,городской округ Ревда,null,Свердловская область,null,56.701344,60.066157
поселок Гусевка1,null,городской округ Ревда,null,Свердловская область,null,56.755531,59.767314
Реж,null,Режевский район,null,Свердловская область,null,57.364847,61.338989
село Глинское,null,Режевский район,null,Свердловская область,null,57.48226,61.417052
село Каменка,null,Режевский район,null,Свердловская область,null,57.522953,61.238593
поселок Калья,null,городской округ Североуральск,null,Свердловская область,null,60.23865,59.97814
поселок Третий Северный,null,городской округ Североуральск,null,Свердловская область,null,60.209761,59.951002
поселок Филькино,null,городской округ Серов,null,Свердловская область,null,59.618614,60.705236
поселок Красноярка,null,Серовский район,null,Свердловская область,null,59.432689,60.509574
Среднеуральск,null,городской округ Среднеуральск,null,Свердловская область,null,56.984775,60.455244
деревня Коптяки,null,городской округ Среднеуральск,null,Свердловская область,null,56.972978,60.432382
Сухой Лог,null,Сухоложский район,null,Свердловская область,null,56.905716,62.03336
Сысерть,null,Сысертский район,null,Свердловская область,null,56.500547,60.785528
деревня Большое Седельниково,null,Сысертский район,null,Свердловская область,null,56.640011,60.64107
поселок Асбест,null,Сысертский район,null,Свердловская область,null,56.474146,60.521594
поселок Бобровский,null,Сысертский район,null,Свердловская область,null,56.683317,60.96352
поселок Большой Исток,null,Сысертский район,null,Свердловская область,null,56.730173,60.723122
поселок Верхняя Сысерть,null,Сысертский район,null,Свердловская область,null,56.441598,60.750574
поселок Двуреченск,null,Сысертский район,null,Свердловская область,null,56.589344,61.087155
поселок Кадниково,null,Сысертский район,null,Свердловская область,null,56.582608,60.909334
поселок Октябрьский,null,Сысертский район,null,Свердловская область,null,56.638149,60.81351
поселок Первомайский,null,Сысертский район,null,Свердловская область,null,56.612697,60.808426
поселок Полевой,null,Сысертский район,null,Свердловская область,null,56.687929,60.707788
поселок Седельниково,null,Сысертский район,null,Свердловская область,null,56.6503,60.702541
поселок Черданцево,null,Сысертский район,null,Свердловская область,null,56.591119,60.958507
село Бородулино,null,Сысертский район,null,Свердловская область,null,56.676256,60.803826
село Кашино,null,Сысертский район,null,Свердловская область,null,56.539671,60.857896
село Никольское,null,Сысертский район,null,Свердловская область,null,56.255778,60.912307
село Патруши,null,Сысертский район,null,Свердловская область,null,56.685804,60.791645
Тавда,null,Тавдинский район,null,Свердловская область,null,58.08912,65.227221
село Городище,null,Тавдинский район,null,Свердловская область,null,57.989179,65.617152
Талица,null,Талицкий район,null,Свердловская область,null,57.036583,63.724977
поселок Троицкий,null,Талицкий район,null,Свердловская область,null,57.060636,63.742108
село Бутка,null,Талицкий район,null,Свердловская область,null,56.714986,63.767863
поселок Юшала,null,Тугулымский район,null,Свердловская область,null,57.079382,64.254157
Туринск,null,Туринский район,null,Свердловская область,null,58.046478,63.693033
село Городище,null,Туринский район,null,Свердловская область,null,57.976119,63.909141
поселок Сарга,null,Шалинский район,null,Свердловская область,null,57.203441,58.936067
Алагир,null,Алагирский район,null,республика Северная Осетия-Алания,null,43.041236,44.223073
Владикавказ,null,городской округ Владикавказ,null,Республика Северная Осетия-Алания,null,43.060763,44.620856
поселок городского типа Заводской,null,городской округ Владикавказ,null,Республика Северная Осетия-Алания,null,43.103577,44.644859
садовое товарищество Дружба,null,городской округ Владикавказ,null,Республика Северная Осетия-Алания,null,43.014743,44.647869
садовое товарищество Иристон,null,городской округ Владикавказ,null,Республика Северная Осетия-Алания,null,43.000212,44.666724
село Эльхотово,null,Кировский район,null,республика Северная Осетия-Алания,null,43.361555,44.201325
Моздок,null,Моздокский район,null,республика Северная Осетия-Алания,null,43.74993,44.639676
село Раздольное,null,Моздокский район,null,республика Северная Осетия-Алания,null,43.697069,44.531842
село Троицкое,null,Моздокский район,null,республика Северная Осетия-Алания,null,43.761364,44.673533
станица Терская,null,Моздокский район,null,республика Северная Осетия-Алания,null,43.728743,44.693234
Беслан,null,Правобережный район,null,Республика Северная Осетия-Алания,null,43.206983,44.515448
село Новый Батако,null,Правобережный район,null,республика Северная Осетия-Алания,null,43.218094,44.495442
поселок Майское,null,Пригородный район,null,республика Северная Осетия-Алания,null,43.183447,44.71385
село Михайловское,null,Пригородный район,null,республика Северная Осетия-Алания,null,43.10232,44.624405
село Ногир,null,Пригородный район,null,республика Северная Осетия-Алания,null,43.063115,44.650123
станица Архонская,null,Пригородный район,null,республика Северная Осетия-Алания,null,43.110218,44.512591
поселок Тельмана,null,Ленинградская область,null,Северо-Западный федеральный округ,null,59.721402,30.605692
Зеленогорск,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.198605,29.636679
Колпино,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.768255,30.517585
Красное Село,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.718257,30.043077
Кронштадт,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.023106,29.6971
Ломоносов,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.926395,29.665578
Павловск,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.666389,30.355322
Петергоф,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.872548,29.808077
Пушкин,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.665508,30.245162
Санкт-Петербург,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.180529,29.454078
Сестрорецк,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.090719,29.941872
поселок Александровская,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.729563,30.322031
поселок Белоостров,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.150142,29.9911
поселок Комарово,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.182113,29.792258
поселок Левашово,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.094111,30.160406
поселок Лисий Нос,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.026554,29.988854
поселок Металлострой,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.803088,30.536943
поселок Молодёжное,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.193426,29.508211
поселок Парголово,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.115674,30.176099
поселок Песочный,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.138016,30.07432
поселок Петро-Славянка,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.808378,30.467845
поселок Понтонный,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.788579,30.603257
поселок Репино,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.185871,29.804107
поселок Сапёрный,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.783747,30.65862
поселок Серово,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.213342,29.551474
поселок Смолячково,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.174555,29.445275
поселок Солнечное,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.152583,29.899463
поселок Стрельна,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.87369,29.949239
поселок Тярлево,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.712204,30.43662
поселок Усть-Ижора,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.81141,30.56595
поселок Ушково,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,60.205169,29.55831
поселок Шушары,null,Санкт-Петербург,null,Северо-Западный федеральный округ,null,59.800236,30.362122
Вязьма,null,Вяземский район,null,Смоленская область,null,55.198381,34.271662
деревня Новое Село,null,Вяземский район,null,Смоленская область,null,55.293899,34.320701
поселок Семлёво,null,Вяземский район,null,Смоленская область,null,55.142406,34.00003
Гагарин,null,Гагаринский район,null,Смоленская область,null,55.554893,34.978241
Демидов,null,Демидовский район,null,Смоленская область,null,55.260444,31.500935
деревня Дубровка,null,Демидовский район,null,Смоленская область,null,55.185425,31.358785
поселок Пржевальское,null,Демидовский район,null,Смоленская область,null,55.509824,31.845052
Дорогобуж,null,Дорогобужский район,null,Смоленская область,null,54.91721,33.298257
деревня Ново-Михайловское,null,Дорогобужский район,null,Смоленская область,null,54.946188,33.314552
поселок Верхнеднепровский,null,Дорогобужский район,null,Смоленская область,null,54.980363,33.346434
